pixel	charge_cc_ff	charge_averagewf_ff
1951	0.9498166	0.95087695
1952	1.0622654	1.089603
1953	0.88069373	0.8918595
1954	0.8879563	0.8662682
1955	1.1054363	1.068356
1956	0.63170785	0.6053564
1957	1.0	1.0
1958	0.8829563	0.86027473
1959	0.7205165	0.6871039
1960	0.94111407	0.901972
1961	0.9714881	0.96382004
1962	0.93999803	0.9144637
1963	0.95936334	0.9464814
1964	1.1247296	1.1548779
1965	0.87171936	0.84598005
1966	1.051529	1.0575873
1967	0.85426277	0.8142799
1968	0.97473913	0.94914764
1969	1.0213653	0.97741777
1970	1.0223175	0.9942975
1971	1.0081671	1.0009522
1972	0.992858	0.9482439
1973	0.9828348	0.9187007
1974	0.991865	0.9774184
1975	0.986679	0.94452566
1976	1.0621623	1.0182948
1977	1.0738019	1.0018764
1978	1.0651581	1.0284185
1979	1.0308112	0.99684685
1980	0.9524704	0.9052823
1981	1.068225	1.0121449
1982	1.0620626	1.0134727
1983	1.0857083	1.0418398
1984	1.000552	1.0116848
1985	0.9791986	0.9703498
1986	0.94036055	0.88609946
1987	1.024637	1.0073868
1988	0.9610854	0.9369565
1989	0.95685154	0.95028144
1990	0.95763224	0.9334926
1991	0.9973431	0.9636318
1992	1.0362116	1.0361183
1993	0.94196916	0.9346849
1994	0.9519649	0.9003306
1995	1.0587447	1.0620661
1996	0.90631574	0.8595836
1997	0.94370526	0.92649513
1998	1.0238432	1.0023195
1999	1.0264258	1.0226034
2000	0.9937172	0.9993323
2001	0.96583176	0.9061918
2002	0.9718661	0.9584346
2003	1.1074097	1.1124401
2004	1.0080788	0.9571734
2005	1.0451553	0.9932774
2006	1.0369533	1.0092437
2007	1.0550503	1.0165102
2008	0.6731842	0.6433779
2009	1.0	1.0
2010	0.91004795	0.8935975
2011	0.6713611	0.6263036
2012	0.9795652	0.9392405
2013	0.97413635	0.9382521
2014	1.0078322	0.9747699
2015	0.98933023	0.97734475
2016	1.0435634	1.0441816
2017	0.9757322	0.9912427
2018	0.95608425	0.9346485
2019	1.0039804	0.956115
2020	0.9817608	0.93619233
2021	0.9892445	0.9585378
2022	0.94828314	0.9221938
2023	1.000875	0.9584511
2024	1.0103409	0.9440098
2025	1.0178442	0.98308945
2026	0.994027	0.9551516
2027	0.999179	0.97466314
2028	1.0328494	1.0444983
2029	0.9628774	0.9359594
2030	0.9998069	0.97069556
2031	0.9098728	0.8630456
2032	0.95608014	0.93558913
2033	1.0186406	0.9716756
2034	0.9881022	0.9462588
2035	0.99721545	0.97794044
2036	0.9287966	0.8788768
2037	1.0003442	0.9375329
2038	1.0125939	0.99160516
2039	0.99880564	0.9546263
2040	0.9386353	0.88098633
2041	0.99337614	0.9256331
2042	0.99123114	0.95908654
2043	1.3897415	1.3658409
2044	1.0320654	0.9784309
2045	1.0248129	0.96181256
2046	1.0209776	0.9555167
2047	1.0163119	0.98268944
